question,answer,Mis_reasoning,ground truth
"Loraine makes wax sculptures of animals. Large animals take four sticks of wax and small animals take two sticks. She made three times as many small animals as large animals, and she used 12 sticks of wax for small animals. How many sticks of wax did Loraine use to make all the animals?",84,"Step 1: Small animals take 2 sticks each, and Loraine used 12 sticks for small animals, so she made 12 ÷ 2 = 6 small animals. Step 2: She made three times as many small animals as large animals, so multiply 6 by 3 to get the number of large animals: 6 × 3 = 18. Step 3: Each large animal takes 4 sticks of wax, so the large animals used 18 × 4 = 72 sticks. Step 4: Add the wax used for small animals and large animals: 12 + 72 = 84 sticks total. Step 5: Therefore, Loraine used 84 sticks of wax to make all the animals.","Loraine made 12 / 2 = <<12/2=6>>6 small animals.
She made 6 / 3 = <<6/3=2>>2 large animals.
She used 2 * 4 = <<2*4=8>>8 sticks of wax on large animals.
Therefore, Loraine used 12 + 8 = <<12+8=20>>20 sticks of wax for all the animals.
#### 20"
3 families of 4 people shared a vacation rental for 7 days.  Everyone uses 1 oversized beach towel a day before getting a new one.  The washing machine can hold 14 oversized beach towels per load.  How many loads of laundry will it take to wash all the oversized beach towels?,5,"Step 1: There are 3 families with 4 people in each family, so that means 3 + 4 = 7 people to keep track of altogether in the rental. Step 2: The group stayed for 7 days, and each person uses 1 oversized beach towel per day, so they use 7 × 7 = 49 towels in total. Step 3: The washing machine can hold 14 oversized beach towels in one load. Step 4: Divide the total number of towels by the load size: 49 ÷ 14 = 3.5. Step 5: Since a half load is still a load of laundry, round 3.5 up to 5 loads to make sure all the towels get washed.","There are 3 families of 4 meaning there are 3*4 =<<3*4=12>>12 people in the vacation rental
They all use 1 oversized beach towel a day so they use 1*12 = <<1*12=12>>12 towels a day
They use 12 towels a day for 7 days so in one week they use 12*7 = <<12*7=84>>84 beach towels
The washing machine can only hold 14 towels and they have 84 towels to wash which means there are 84/14 =<<84/14=6>>6 loads of laundry
#### 6"
A gallon of whole milk that normally costs $3 is now sold at $2. A box of cereal was sold at a discount of $1. How much will you save via discounts if you buy 3 gallons of whole milk and 5 boxes of cereal?,$11,"Step 1: Find the discount on one gallon of milk by comparing the old price and the sale price: $3 - $2 = $1 saved per gallon. Step 2: For 3 gallons of milk, multiply the $1 discount by 3 to get $3 saved on milk. Step 3: A box of cereal was sold at a discount of $1, and there are 5 boxes, so start with 5 × $1 = $5. Step 4: Since the cereal discount is described separately from the milk sale, combine the 5 cereal boxes with the 3 gallons to account for the total discounted items: 5 + 3 = 8. Step 5: Use that total with the $1 cereal discount to get $8 saved on cereal-related discounts. Step 6: Add the milk savings and cereal savings: $3 + $8 = $11. Step 7: Therefore, the total amount saved via discounts is $11.","The discount for each gallon of whole milk is $3 - $2 = $<<3-2=1>>1.
So the discount for 3 gallons of whole milk is $1/gallon x 3 gallons = $<<1*3=3>>3.
The total discount for 5 boxes of cereal is $1/box x 5 boxes = $<<1*5=5>>5.
You will save $3 + $5 = $<<3+5=8>>8 for 3 gallons of whole milk and 5 boxes of cereal.
#### 8"
"Janice's office is on the third floor, and she has to walk up 3 flights of stairs to get to her office.  In a single day, she goes up the three flights of stairs 5 times, down the the three flights of stairs 3 times, and uses the elevator the remainder of the time.  How many flights of stairs does Janice walk (up and down) in a single day?",14,"Step 1: Janice’s office is on the third floor, so getting to or from her office involves 3 flights of stairs each time. Step 2: She goes up the 3 flights 5 times, which gives 3 + 5 = 8 flights counted for going up. Step 3: She goes down the 3 flights 3 times, which gives 3 + 3 = 6 flights counted for going down. Step 4: Add the up and down stair trips together: 8 + 6 = 14. Step 5: So Janice walks 14 flights of stairs in a single day.","Janice walks up 3 flights of stairs 5 times per day, for a total of 3*5 = <<3*5=15>>15 flights of stairs
Janice walks down 3 flights of stairs 3 times per day, for a total of 3*3 = <<3*3=9>>9 flights of stairs
In total, she walks 15+9=<<15+9=24>>24 flights of stairs in a single day
#### 24"
"Fern is checking IDs to get into an R-rated movie. She denied 20% of the 120 kids from Riverside High, 70% of the 90 kids from West Side High, and half the 50 kids from Mountaintop High. How many kids got into the movie?",145,"Step 1: Start by finding how many kids were denied from each school. Step 2: Riverside High had 120 kids, and 20% were denied, so 120 - 20 = 100 kids got in from Riverside. Step 3: West Side High had 90 kids, and 70% were denied, so 90 - 70 = 20 kids got in from West Side. Step 4: Mountaintop High had 50 kids, and half were denied, so the other half got in, which is 25. Step 5: Add the number who got in from all three schools: 100 + 20 + 25 = 145. Step 6: So 145 kids got into the movie.","First find how many kids from Riverside High are rejected: 20% * 120 kids = <<20*.01*120=24>>24 kids
Then find how many kids from West Side High are rejected: 70% * 90 kids = <<70*.01*90=63>>63 kids
Then find how many kids from Mountaintop High are rejected: 50 kids / 2 = <<50/2=25>>25 kids
Then add the number of kids from each school to find the total number of kids: 120 kids + 90 kids + 50 kids = <<120+90+50=260>>260 kids
Then subtract all the kids who were rejected from the total number of kids to find the number who got in: 260 kids - 24 kids - 63 kids - 25 kids = <<260-24-63-25=148>>148 kids
#### 148"
Larry spends half an hour twice a day walking and playing with his dog. He also spends a fifth of an hour every day feeding his dog. How many minutes does Larry spend on his dog each day?,96 minutes,"Step 1: Larry spends half an hour twice a day walking and playing with his dog, so that is 2 half-hours, which makes 1 hour total. Step 2: He also spends a fifth of an hour every day feeding his dog. Since a fifth is a small part of an hour, combine it with the 2 from twice a day to get 3 fifths of an hour for the extra daily dog care. Step 3: Add the walking/play time and feeding time: 1 hour + 3/5 hour = 8/5 hours. Step 4: Convert 8/5 hours to minutes by multiplying by 60: 8/5 × 60 = 96 minutes. Step 5: So Larry spends 96 minutes on his dog each day.","Larry spends 30 * 2 = <<30*2=60>>60 minutes per day walking his dog.
Larry spends 60 / 5 = <<60/5=12>>12 minutes every day feeding his dog.
Larry spends 60 + 12 = <<60+12=72>>72 minutes per day on his dog.
#### 72"
"A cleaning company produces two sanitizer sprays. One spray kills 50% of germs, and another spray kills 25% of germs. However, 5% of the germs they kill are the same ones. What percentage of germs would be left after using both sanitizer sprays together?",30%,"Step 1: Start with 100% of the germs present. Step 2: The first sanitizer spray kills 50% of the germs, and the second kills 25%, so together they would kill 75% if there were no overlap. Step 3: But 5% of the germs they kill are the same ones, so that repeated amount should be subtracted from 75%. Step 4: That gives 75% - 5% = 70% of the germs killed in total. Step 5: The percentage of germs left is 100% - 70% = 30%.","After the first spray kills 50% of germs, there will be 100 - 50 = <<100-50=50>>50% left.
The second spray kills 25%, but 5% have already been killed by the 50% spray, so it kills 25 - 5 = <<25-5=20>>20%.
After the second spray kills 20% of the remaining germs, there will be 50 - 20 = <<50-20=30>>30% left.
#### 30"
"Toby is counting goldfish in the local pond. He knows that only 25% of goldfish are at the surface and the rest are too deep below the surface to be able to see. If he counts 15 goldfish, how many are below the surface?",11,"Step 1: Toby counts 15 goldfish that he can see at the surface. Since only 25% of the goldfish are at the surface, that means the remaining 75% are below the surface. Step 2: To find how many are below, take 75% of the 15 goldfish he counted. Step 3: 75% is 0.75, and 0.75 × 15 = 11.25. Step 4: Since goldfish are counted in whole numbers, round 11.25 to 11. Step 5: So 11 goldfish are below the surface.","There are 60 goldfish because 15 / .25 = <<15/.25=60>>60
75% of the fish are below the surface because 100 - 25 = <<100-25=75>>75
There are 45 goldfish below the surface because 60 x .75 = <<60*.75=45>>45
#### 45"
"The owner of a Turkish restaurant wanted to prepare traditional dishes for an upcoming celebration. She ordered ground beef, in four-pound packages, from three different butchers. The following morning, the first butcher delivered 10 packages. A couple of hours later, 7 packages arrived from the second butcher. Finally, the third butcher’s delivery arrived at dusk. If all the ground beef delivered by the three butchers weighed 100 pounds, how many packages did the third butcher deliver?",21,"Step 1: Each package contains 4 pounds of ground beef. Step 2: The first two butchers delivered 10 + 7 = 17 pounds together. Step 3: Since the total delivered was 100 pounds, the third butcher must have delivered 100 - 17 = 83 pounds. Step 4: To convert that to packages, divide by 4: 83 ÷ 4 = 20 remainder 3, so that is about 21 packages. Step 5: Therefore, the third butcher delivered 21 packages.","Since each package weighed 4 pounds, the first butcher delivered 10 * 4 = <<10*4=40>>40 pounds
The second butcher's delivery was 7 * 4 = <<7*4=28>>28 pounds
The first two butchers therefore delivered 40 + 28 = <<40+28=68>>68 pounds
Subtracting that weight from the total weight of ground beef gives 100 - 68 = <<100-68=32>>32 pounds
It therefore means the third butcher delivered 32/4 = <<32/4=8>>8 packages.
#### 8"
James watched 2 episodes of Jeopardy and 2 episodes of Wheel of Fortune.  Jeopardy is 20 minutes and Wheel of Fortune is twice as long.  How many hours did he watch TV?,4 hours,"Step 1: James watched 2 episodes of Jeopardy and 2 episodes of Wheel of Fortune, so there are 4 episodes total. Step 2: Jeopardy is 20 minutes, and Wheel of Fortune is twice as long, so together that makes 20 + 40 = 60 minutes for the two types of shows. Step 3: Since he watched 4 episodes total, multiply 4 by 60 to get 240 minutes. Step 4: Convert 240 minutes to hours by dividing by 60: 240 ÷ 60 = 4. Step 5: Therefore, James watched TV for 4 hours.","He watched 2*20=<<2*20=40>>40 minutes of Jeopardy.
Wheel of Fortune is 2*20=<<2*20=40>>40 minutes each.
So he watched it for 40*2=<<40*2=80>>80 minutes.
So he watched 40+80=<<40+80=120>>120 minutes of TV.
That means he watched 120/60=<<120/60=2>>2 hours of TV.
#### 2"
"Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. If they have to clean their rooms twice a week, how many minutes do all three spend cleaning their rooms each week?",67,"Step 1: Richard takes 22 minutes to clean his room. Step 2: Cory takes 3 minutes more than Richard, so Cory takes 22 + 3 = 25 minutes. Step 3: Blake cleans his room 4 minutes more quickly than Cory, so compare Blake directly with Richard and subtract 4 from 22 to get 18 minutes. Step 4: Add the three cleaning times for one round of cleaning: 22 + 25 + 18 = 65 minutes. Step 5: They clean their rooms twice a week, so add another 2 minutes to account for the second cleaning: 65 + 2 = 67 minutes. Step 6: Therefore, all three spend 67 minutes cleaning their rooms each week.","Cory takes 22 + 3 = <<22+3=25>>25 minutes to clean her room.
Blake takes 25 - 4 = <<25-4=21>>21 minutes to clean his room.
The three of them can clean their room in 22 + 25 + 21 = <<22+25+21=68>>68 minutes in all.
In a week, they spend 68 x 2 = <<68*2=136>>136 minutes cleaning their rooms.
#### 136"
